number,lot,href,start_price
Торги № 960000236880,( лот 1 ),https://tbankrot.ru/item?id=5192127,141664873.58
Торги № 0009397,( лот 1 ),https://tbankrot.ru/item?id=5188899,350000000.0
Торги № 960000236652,( лот 1 ),https://tbankrot.ru/item?id=5180343,48755153.22
Торги № 960000236622,( лот 1 ),https://tbankrot.ru/item?id=5179207,97913334.47
Торги № 960000236446,( лот 11 ),https://tbankrot.ru/item?id=5167888,18012852.0
Торги № 960000236446,( лот 9 ),https://tbankrot.ru/item?id=5167574,19809560.19
Торги № 960000236446,( лот 7 ),https://tbankrot.ru/item?id=5167572,75136207.03
Торги № 960000236446,( лот 1 ),https://tbankrot.ru/item?id=5167563,57421406.25
Торги № 22000183810000000002,( лот 32 ),https://tbankrot.ru/item?id=5164678,12229000.0
Торги № 960000236352,( лот 12 ),https://tbankrot.ru/item?id=5162663,19103005.6
Торги № 960000236352,( лот 11 ),https://tbankrot.ru/item?id=5162662,46800000.0
Торги № 960000236353,( лот 10 ),https://tbankrot.ru/item?id=5162658,11385000.0
Торги № 960000236270,( лот 4 ),https://tbankrot.ru/item?id=5157966,15041788.66
Торги № 960000236079,( лот 14 ),https://tbankrot.ru/item?id=5150406,43964929.71
Торги № 960000236079,( лот 6 ),https://tbankrot.ru/item?id=5150398,868698594.0
Торги № 960000236079,( лот 18 ),https://tbankrot.ru/item?id=5150410,29866021.77
Торги № 960000236079,( лот 13 ),https://tbankrot.ru/item?id=5150405,110417817.26
Торги № 107291-МЭТС,( лот 2 ),https://tbankrot.ru/item?id=5142989,34384853.6
Торги № 27069-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=5119378,15689092.43
Торги № 960000234933,( лот 7 ),https://tbankrot.ru/item?id=5103038,86526172.8
Торги № ПП-56375,( лот 6 ),https://tbankrot.ru/item?id=5088579,22221792.0
Торги № 960000234086,( лот 1 ),https://tbankrot.ru/item?id=5078825,35068105.49
Торги № 102264-МЭТС,( лот 10 ),https://tbankrot.ru/item?id=5026649,144548259.59
Торги № ПП-8684,( лот 1 ),https://tbankrot.ru/item?id=5015371,249071778.89
Торги № 25453-ОТПП,( лот 1 ),https://tbankrot.ru/item?id=4985099,223334268.3
Торги № 290922/0336103/17,( лот 1 ),https://tbankrot.ru/item?id=4936043,135628730.0
Торги № 290922/0336103/11,( лот 1 ),https://tbankrot.ru/item?id=4936040,11751082.0
Торги № 290922/0336103/10,( лот 1 ),https://tbankrot.ru/item?id=4936039,18892902.0
Торги № 290922/0336103/04,( лот 1 ),https://tbankrot.ru/item?id=4936036,10101153.0
Торги № 290922/0336103/03,( лот 1 ),https://tbankrot.ru/item?id=4936035,11145029.0
Торги № 290922/0336103/02,( лот 1 ),https://tbankrot.ru/item?id=4936034,63272452.0
Торги № 260922/0336103/01,( лот 1 ),https://tbankrot.ru/item?id=4932471,15706167.0
Торги № 2622-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=4929858,49936950.0
Торги № 357241005,( лот 1 ),https://tbankrot.ru/item?id=4876364,49269700.0
Торги № 140103,( лот 1 ),https://tbankrot.ru/item?id=4873547,44964271.57
Торги № 23687-ОТПП,( лот 10 ),https://tbankrot.ru/item?id=4814226,202566600.0
Торги № 462315005,( лот 1 ),https://tbankrot.ru/item?id=4739055,106426000.0
Торги № 129188,( лот 1 ),https://tbankrot.ru/item?id=4684567,66241024.52
Торги № 85452-ОТПП,( лот 2 ),https://tbankrot.ru/item?id=4587890,20493503.4
Торги № 1015-ПП,( лот 1 ),https://tbankrot.ru/item?id=4405425,595424000.0
Торги № 411702005,( лот 1 ),https://tbankrot.ru/item?id=4386346,117255000.0
Торги № SBR028-2112270012,( лот 1 ),https://tbankrot.ru/item?id=4375896,80000000.0
Торги № 999-АС,( лот 1 ),https://tbankrot.ru/item?id=4289269,151757000.0
Торги № SBR028-2111100026,( лот 1 ),https://tbankrot.ru/item?id=4277632,161000000.0
Торги № 385772005,( лот 1 ),https://tbankrot.ru/item?id=4212283,104604000.0
Торги № 385770005,( лот 1 ),https://tbankrot.ru/item?id=4212284,87650600.0
Торги № 385774005,( лот 1 ),https://tbankrot.ru/item?id=4212282,54868500.0
Торги № 385775005,( лот 1 ),https://tbankrot.ru/item?id=4212281,148885000.0
Торги № 385777005,( лот 1 ),https://tbankrot.ru/item?id=4212280,571406000.0
Торги № 385778005,( лот 1 ),https://tbankrot.ru/item?id=4212279,374853000.0
Торги № 385788005,( лот 1 ),https://tbankrot.ru/item?id=4212270,10869200.0
Торги № 267568005,( лот 1 ),https://tbankrot.ru/item?id=3948483,20587300.0
